receta_uuid,receta_titulo,ingrediente_id,ingrediente_linea,cantidad_original,cantidad_conv,unidad,ingrediente_nombre,ingrediente_linea_limpia,ingrediente_nombre_limpio,unidad_limpia,tokens_linea,lemas_linea,tokens_ingrediente,lemas_ingrediente,ingrediente_linea_lematizada,ingrediente_nombre_lematizado
86af9a26-e16a-11ed-9b17-a96d6180cd25,Carimañolas,7,¼ de taza de pimentón rojo picado,¼,0.25,,de taza de pimentón rojo picado,1/4 de taza de pimenton rojo picado,de taza de pimenton rojo picado,,"['1/4', 'de', 'taza', 'de', 'pimenton', 'rojo', 'picado']","['1/4', 'de', 'taza', 'de', 'pimenton', 'rojo', 'picado']","['de', 'taza', 'de', 'pimenton', 'rojo', 'picado']","['de', 'taza', 'de', 'pimenton', 'rojo', 'picado']",1/4 de taza de pimenton rojo picado,de taza de pimenton rojo picado
86af9a26-e16a-11ed-9b17-a96d6180cd25,Carimañolas,8,½ taza de cebolla picada,½,0.5,taza,cebolla picada,1/2 taza de cebolla picada,cebolla picada,taza,"['1/2', 'taza', 'de', 'cebolla', 'picada']","['1/2', 'taza', 'de', 'cebolla', 'picado']","['cebolla', 'picada']","['cebollo', 'picado']",1/2 taza de cebolla picado,cebollo picado
86af9a26-e16a-11ed-9b17-a96d6180cd25,Carimañolas,9,1 cebolla verde picada,1,1.0,,cebolla verde picada,1 cebolla verde picada,cebolla verde picada,,"['1', 'cebolla', 'verde', 'picada']","['1', 'cebolla', 'verde', 'picado']","['cebolla', 'verde', 'picada']","['cebolla', 'verde', 'picado']",1 cebolla verde picado,cebolla verde picado
86af9a26-e16a-11ed-9b17-a96d6180cd25,Carimañolas,10,Sal y pimienta al gusto,,,,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,,"['sal', 'y', 'pimienta', 'al', 'gusto']","['sal', 'y', 'pimiento', 'al', 'gusto']","['sal', 'y', 'pimienta', 'al', 'gusto']","['sal', 'y', 'pimiento', 'al', 'gusto']",sal y pimiento al gusto,sal y pimiento al gusto
86af9a26-e16a-11ed-9b17-a96d6180cd25,Carimañolas,11,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita,"['1/2', 'cucharadita', 'de', 'comino', 'molido']","['1/2', 'cucharaditar', 'de', 'comino', 'molido']","['comino', 'molido']","['comino', 'molido']",1/2 cucharaditar de comino molido,comino molido
86af9a26-e16a-11ed-9b17-a96d6180cd25,Carimañolas,12,1 cucharada de pasta de tomate,1,1.0,cucharada,pasta de tomate,1 cucharada de pasta de tomate,pasta de tomate,cucharada,"['1', 'cucharada', 'de', 'pasta', 'de', 'tomate']","['1', 'cucharada', 'de', 'pasta', 'de', 'tomate']","['pasta', 'de', 'tomate']","['pasta', 'de', 'tomate']",1 cucharada de pasta de tomate,pasta de tomate
86af9a26-e16a-11ed-9b17-a96d6180cd25,Carimañolas,13,½ libra de carne de res molida,½,0.5,libra,carne de res molida,1/2 libra de carne de res molida,carne de res molida,libra,"['1/2', 'libra', 'de', 'carne', 'de', 'res', 'molida']","['1/2', 'librar', 'de', 'carne', 'de', 'r', 'molido']","['carne', 'de', 'res', 'molida']","['carne', 'de', 'r', 'molido']",1/2 librar de carne de r molido,carne de r molido
86af9a27-e16a-11ed-8c05-a96d6180cd25,Bolitas de Yuca y Queso,1,1 libra de yuca congelada o fresca pelada,1,1.0,libra,yuca congelada o fresca pelada,1 libra de yuca congelada o fresca pelada,yuca congelada o fresca pelada,libra,"['1', 'libra', 'de', 'yuca', 'congelada', 'o', 'fresca', 'pelada']","['1', 'libra', 'de', 'yuca', 'congelado', 'o', 'fresco', 'pelado']","['yuca', 'congelada', 'o', 'fresca', 'pelada']","['yuca', 'congelado', 'o', 'fresco', 'pelado']",1 libra de yuca congelado o fresco pelado,yuca congelado o fresco pelado
86af9a27-e16a-11ed-8c05-a96d6180cd25,Bolitas de Yuca y Queso,2,2 huevos batidos,2,2.0,,huevos batidos,2 huevos batidos,huevos batidos,,"['2', 'huevos', 'batidos']","['2', 'huevo', 'batido']","['huevos', 'batidos']","['huevo', 'batido']",2 huevo batido,huevo batido
86af9a27-e16a-11ed-8c05-a96d6180cd25,Bolitas de Yuca y Queso,3,½ taza de pan rallado,½,0.5,taza,pan rallado,1/2 taza de pan rallado,pan rallado,taza,"['1/2', 'taza', 'de', 'pan', 'rallado']","['1/2', 'taza', 'de', 'pan', 'rallado']","['pan', 'rallado']","['pan', 'rallado']",1/2 taza de pan rallado,pan rallado
86af9a27-e16a-11ed-8c05-a96d6180cd25,Bolitas de Yuca y Queso,4,½ libra de queso mozzarella cortado en cubos,½,0.5,libra,queso mozzarella cortado en cubos,1/2 libra de queso mozzarella cortado en cubos,queso mozzarella cortado en cubos,libra,"['1/2', 'libra', 'de', 'queso', 'mozzarella', 'cortado', 'en', 'cubos']","['1/2', 'librar', 'de', 'queso', 'mozzarella', 'cortado', 'en', 'cubo']","['queso', 'mozzarella', 'cortado', 'en', 'cubos']","['queso', 'mozzarella', 'cortado', 'en', 'cubo']",1/2 librar de queso mozzarella cortado en cubo,queso mozzarella cortado en cubo
86af9a27-e16a-11ed-8c05-a96d6180cd25,Bolitas de Yuca y Queso,5,Aceite vegetal para freír,,,,Aceite vegetal para freír,aceite vegetal para freir,aceite vegetal para freir,,"['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']","['aceite', 'vegetal', 'para', 'freir']",aceite vegetal para freir,aceite vegetal para freir
86af9a27-e16a-11ed-8c05-a96d6180cd25,Bolitas de Yuca y Queso,6,Guacamole para servir,,,,Guacamole para servir,guacamole para servir,guacamole para servir,,"['guacamole', 'para', 'servir']","['guacamo él', 'para', 'servir']","['guacamole', 'para', 'servir']","['guacamo él', 'para', 'servir']",guacamo él para servir,guacamo él para servir
86af9a28-e16a-11ed-b78f-a96d6180cd25,Plátanos Calados o Plátanos en Tentacíon,1,2 plátanos bien maduros pelados y cortados en 4 trozos cada uno,2,2.0,,plátanos bien maduros pelados y cortados en 4 trozos cada uno,2 platanos bien maduros pelados y cortados en 4 trozos cada uno,platanos bien maduros pelados y cortados en 4 trozos cada uno,,"['2', 'platanos', 'bien', 'maduros', 'pelados', 'y', 'cortados', 'en', '4', 'trozos', 'cada', 'uno']","['2', 'platano', 'bien', 'maduro', 'pelado', 'y', 'cortado', 'en', '4', 'trozo', 'cada', 'uno']","['platanos', 'bien', 'maduros', 'pelados', 'y', 'cortados', 'en', '4', 'trozos', 'cada', 'uno']","['platano', 'bien', 'maduro', 'pelado', 'y', 'cortado', 'en', '4', 'trozo', 'cada', 'uno']",2 platano bien maduro pelado y cortado en 4 trozo cada uno,platano bien maduro pelado y cortado en 4 trozo cada uno
86af9a28-e16a-11ed-b78f-a96d6180cd25,Plátanos Calados o Plátanos en Tentacíon,2,½ taza de azúcar morena o panela rallada,½,0.5,taza,azúcar morena o panela rallada,1/2 taza de azucar morena o panela rallada,azucar morena o panela rallada,taza,"['1/2', 'taza', 'de', 'azucar', 'morena', 'o', 'panela', 'rallada']","['1/2', 'tazar', 'de', 'azucar', 'morena', 'o', 'panela', 'rallado']","['azucar', 'morena', 'o', 'panela', 'rallada']","['azucar', 'morena', 'o', 'panela', 'rallado']",1/2 tazar de azucar morena o panela rallado,azucar morena o panela rallado
86af9a28-e16a-11ed-b78f-a96d6180cd25,Plátanos Calados o Plátanos en Tentacíon,3,1 taza de agua,1,1.0,taza,agua,1 taza de agua,agua,taza,"['1', 'taza', 'de', 'agua']","['1', 'taza', 'de', 'agua']",['agua'],['agua'],1 taza de agua,agua
86af9a28-e16a-11ed-b78f-a96d6180cd25,Plátanos Calados o Plátanos en Tentacíon,4,2 astillas de canela,2,2.0,,astillas de canela,2 astillas de canela,astillas de canela,,"['2', 'astillas', 'de', 'canela']","['2', 'astilla', 'de', 'canela']","['astillas', 'de', 'canela']","['astilla', 'de', 'canela']",2 astilla de canela,astilla de canela
86af9a28-e16a-11ed-b78f-a96d6180cd25,Plátanos Calados o Plátanos en Tentacíon,5,½ cucharada de mantequilla,½,0.5,cucharada,mantequilla,1/2 cucharada de mantequilla,mantequilla,cucharada,"['1/2', 'cucharada', 'de', 'mantequilla']","['1/2', 'cucharado', 'de', 'mantequilla']",['mantequilla'],['mantequilla'],1/2 cucharado de mantequilla,mantequilla
86af9a29-e16a-11ed-b610-a96d6180cd25,Pastel Gloria,1,1 paquete de masa de hojaldre descongelada,1,1.0,paquete,masa de hojaldre descongelada,1 paquete de masa de hojaldre descongelada,masa de hojaldre descongelada,paquete,"['1', 'paquete', 'de', 'masa', 'de', 'hojaldre', 'descongelada']","['1', 'paquete', 'de', 'masa', 'de', 'hojaldre', 'descongelado']","['masa', 'de', 'hojaldre', 'descongelada']","['masa', 'de', 'hojaldre', 'descongelado']",1 paquete de masa de hojaldre descongelado,masa de hojaldre descongelado
86af9a29-e16a-11ed-b610-a96d6180cd25,Pastel Gloria,2,1 huevo ligeramente batido,1,1.0,,huevo ligeramente batido,1 huevo ligeramente batido,huevo ligeramente batido,,"['1', 'huevo', 'ligeramente', 'batido']","['1', 'huevo', 'ligeramente', 'batido']","['huevo', 'ligeramente', 'batido']","['huevo', 'ligeramente', 'batido']",1 huevo ligeramente batido,huevo ligeramente batido
86af9a29-e16a-11ed-b610-a96d6180cd25,Pastel Gloria,3,2 cucharadas de azúcar para adornar,2,2.0,cucharadas,azúcar para adornar,2 cucharadas de azucar para adornar,azucar para adornar,cucharada,"['2', 'cucharadas', 'de', 'azucar', 'para', 'adornar']","['2', 'cucharada', 'de', 'azucar', 'para', 'adornar']","['azucar', 'para', 'adornar']","['azucar', 'para', 'adornar']",2 cucharada de azucar para adornar,azucar para adornar
86af9a29-e16a-11ed-b610-a96d6180cd25,Pastel Gloria,4,"4 oz de pasta de guayaba bocadillo, en rodajas",4,4.0,,"oz de pasta de guayaba bocadillo, en rodajas","4 oz de pasta de guayaba bocadillo, en rodajas","oz de pasta de guayaba bocadillo, en rodajas",,"['4', 'oz', 'de', 'pasta', 'de', 'guayaba', 'bocadillo', 'en', 'rodajas']","['4', 'oz', 'de', 'pasta', 'de', 'guayaba', 'bocadillo', 'en', 'rodaja']","['oz', 'de', 'pasta', 'de', 'guayaba', 'bocadillo', 'en', 'rodajas']","['oz', 'de', 'pasta', 'de', 'guayaba', 'bocadillo', 'en', 'rodaja']",4 oz de pasta de guayaba bocadillo en rodaja,oz de pasta de guayaba bocadillo en rodaja
86af9a29-e16a-11ed-b610-a96d6180cd25,Pastel Gloria,5,4 oz blanco o queso mozarella rebanadas,4,4.0,,oz blanco o queso mozarella rebanadas,4 oz blanco o queso mozarella rebanadas,oz blanco o queso mozarella rebanadas,,"['4', 'oz', 'blanco', 'o', 'queso', 'mozarella', 'rebanadas']","['4', 'oz', 'blanco', 'o', 'queso', 'mozarella', 'rebanada']","['oz', 'blanco', 'o', 'queso', 'mozarella', 'rebanadas']","['oz', 'blanco', 'o', 'queso', 'mozarella', 'rebanada']",4 oz blanco o queso mozarella rebanada,oz blanco o queso mozarella rebanada
86af9a29-e16a-11ed-b610-a96d6180cd25,Pastel Gloria,6,4 oz dulce de leche,4,4.0,,oz dulce de leche,4 oz dulce de leche,oz dulce de leche,,"['4', 'oz', 'dulce', 'de', 'leche']","['4', 'oz', 'dulce', 'de', 'leche']","['oz', 'dulce', 'de', 'leche']","['oz', 'dulce', 'de', 'leche']",4 oz dulce de leche,oz dulce de leche
86af9a2a-e16a-11ed-993f-a96d6180cd25,Salpicón de Frutas Colombiano,1,"6 tazas de de fruta fresca surtida como piña, papaya, sandía, mango, manzana, banano, fresas y las uvas rojas sin semillas, cortadas en trozos pequeños.",6,6.0,tazas,"de fruta fresca surtida como piña, papaya, sandía, mango, manzana, banano, fresas y las uvas rojas sin semillas, cortadas en trozos pequeños.","6 tazas de de fruta fresca surtida como pina, papaya, sandia, mango, manzana, banano, fresas y las uvas rojas sin semillas, cortadas en trozos pequenos.","de fruta fresca surtida como pina, papaya, sandia, mango, manzana, banano, fresas y las uvas rojas sin semillas, cortadas en trozos pequenos.",taza,"['6', 'tazas', 'de', 'de', 'fruta', 'fresca', 'surtida', 'como', 'pina', 'papaya', 'sandia', 'mango', 'manzana', 'banano', 'fresas', 'y', 'las', 'uvas', 'rojas', 'sin', 'semillas', 'cortadas', 'en', 'trozos', 'pequenos']","['6', 'taza', 'de', 'de', 'fruta', 'fresco', 'surtido', 'como', 'pina', 'papaya', 'sandio', 'mango', 'manzán', 'banano', 'fresa', 'y', 'el', 'uva', 'rojo', 'sin', 'semilla', 'cortado', 'en', 'trozo', 'pequeno']","['de', 'fruta', 'fresca', 'surtida', 'como', 'pina', 'papaya', 'sandia', 'mango', 'manzana', 'banano', 'fresas', 'y', 'las', 'uvas', 'rojas', 'sin', 'semillas', 'cortadas', 'en', 'trozos', 'pequenos']","['de', 'fruta', 'fresco', 'surtido', 'como', 'pina', 'papaya', 'sandio', 'mango', 'manzán', 'banano', 'fresa', 'y', 'el', 'uva', 'rojo', 'sin', 'semilla', 'cortado', 'en', 'trozo', 'pequeno']",6 taza de de fruta fresco surtido como pina papaya sandio mango manzán banano fresa y el uva rojo sin semilla cortado en trozo pequeno,de fruta fresco surtido como pina papaya sandio mango manzán banano fresa y el uva rojo sin semilla cortado en trozo pequeno
86af9a2a-e16a-11ed-993f-a96d6180cd25,Salpicón de Frutas Colombiano,2,4 tazas de jugo de sandía o Colombiana.,4,4.0,tazas,jugo de sandía o Colombiana.,4 tazas de jugo de sandia o colombiana.,jugo de sandia o colombiana.,taza,"['4', 'tazas', 'de', 'jugo', 'de', 'sandia', 'o', 'colombiana']","['4', 'taza', 'de', 'jugo', 'de', 'sandio', 'o', 'colombiano']","['jugo', 'de', 'sandia', 'o', 'colombiana']","['jugo', 'de', 'sandio', 'o', 'colombiano']",4 taza de jugo de sandio o colombiano,jugo de sandio o colombiano
86af9a2a-e16a-11ed-993f-a96d6180cd25,Salpicón de Frutas Colombiano,3,Helado de vainilla para servir opcional,,,,Helado de vainilla para servir opcional,helado de vainilla para servir opcional,helado de vainilla para servir opcional,,"['helado', 'de', 'vainilla', 'para', 'servir', 'opcional']","['helado', 'de', 'vainilla', 'para', 'servir', 'opcional']","['helado', 'de', 'vainilla', 'para', 'servir', 'opcional']","['helado', 'de', 'vainilla', 'para', 'servir', 'opcional']",helado de vainilla para servir opcional,helado de vainilla para servir opcional
86af9a2b-e16a-11ed-931a-a96d6180cd25,Bananos Calados,1,4 bananos firmes y pelados,4,4.0,,bananos firmes y pelados,4 bananos firmes y pelados,bananos firmes y pelados,,"['4', 'bananos', 'firmes', 'y', 'pelados']","['4', 'banano', 'firme', 'y', 'pelado']","['bananos', 'firmes', 'y', 'pelados']","['banano', 'firme', 'y', 'pelado']",4 banano firme y pelado,banano firme y pelado
86af9a2b-e16a-11ed-931a-a96d6180cd25,Bananos Calados,2,1 cucharada de mantequilla,1,1.0,cucharada,mantequilla,1 cucharada de mantequilla,mantequilla,cucharada,"['1', 'cucharada', 'de', 'mantequilla']","['1', 'cucharada', 'de', 'mantequilla']",['mantequilla'],['mantequilla'],1 cucharada de mantequilla,mantequilla
86af9a2b-e16a-11ed-931a-a96d6180cd25,Bananos Calados,3,4 cucharadas de azuúcar morena o panela,4,4.0,cucharadas,azuúcar morena o panela,4 cucharadas de azuucar morena o panela,azuucar morena o panela,cucharada,"['4', 'cucharadas', 'de', 'azuucar', 'morena', 'o', 'panela']","['4', 'cucharada', 'de', 'azuucar', 'morena', 'o', 'panelar']","['azuucar', 'morena', 'o', 'panela']","['azuucar', 'morena', 'o', 'panelar']",4 cucharada de azuucar morena o panelar,azuucar morena o panelar
86af9a2b-e16a-11ed-931a-a96d6180cd25,Bananos Calados,4,1 cucharada de ralladura de naranja,1,1.0,cucharada,ralladura de naranja,1 cucharada de ralladura de naranja,ralladura de naranja,cucharada,"['1', 'cucharada', 'de', 'ralladura', 'de', 'naranja']","['1', 'cucharada', 'de', 'ralladura', 'de', 'naranja']","['ralladura', 'de', 'naranja']","['ralladura', 'de', 'naranja']",1 cucharada de ralladura de naranja,ralladura de naranja
86af9a2b-e16a-11ed-931a-a96d6180cd25,Bananos Calados,5,½ taza de jugo de naranja natural,½,0.5,taza,jugo de naranja natural,1/2 taza de jugo de naranja natural,jugo de naranja natural,taza,"['1/2', 'taza', 'de', 'jugo', 'de', 'naranja', 'natural']","['1/2', 'taza', 'de', 'jugo', 'de', 'naranja', 'natural']","['jugo', 'de', 'naranja', 'natural']","['jugo', 'de', 'naranja', 'natural']",1/2 taza de jugo de naranja natural,jugo de naranja natural
86af9a2b-e16a-11ed-931a-a96d6180cd25,Bananos Calados,6,2 cucharadas de agua,2,2.0,cucharadas,agua,2 cucharadas de agua,agua,cucharada,"['2', 'cucharadas', 'de', 'agua']","['2', 'cucharada', 'de', 'agua']",['agua'],['agua'],2 cucharada de agua,agua
86af9a2b-e16a-11ed-931a-a96d6180cd25,Bananos Calados,7,1 astilla de canela,1,1.0,,astilla de canela,1 astilla de canela,astilla de canela,,"['1', 'astilla', 'de', 'canela']","['1', 'astilla', 'de', 'canela']","['astilla', 'de', 'canela']","['astilla', 'de', 'canela']",1 astilla de canela,astilla de canela
86af9a2b-e16a-11ed-931a-a96d6180cd25,Bananos Calados,8,Helado de vainilla para servir,,,,Helado de vainilla para servir,helado de vainilla para servir,helado de vainilla para servir,,"['helado', 'de', 'vainilla', 'para', 'servir']","['helado', 'de', 'vainilla', 'para', 'servir']","['helado', 'de', 'vainilla', 'para', 'servir']","['helado', 'de', 'vainilla', 'para', 'servir']",helado de vainilla para servir,helado de vainilla para servir
86af9a2c-e16a-11ed-870a-a96d6180cd25,Chicharrón Colombiano,1,3 libras de tocino de cerdo carnudos lavados y cortados en trozos,3,3.0,libras,tocino de cerdo carnudos lavados y cortados en trozos,3 libras de tocino de cerdo carnudos lavados y cortados en trozos,tocino de cerdo carnudos lavados y cortados en trozos,libras,"['3', 'libras', 'de', 'tocino', 'de', 'cerdo', 'carnudos', 'lavados', 'y', 'cortados', 'en', 'trozos']","['3', 'libra', 'de', 'tocino', 'de', 'cerdo', 'carnudo', 'lavado', 'y', 'cortado', 'en', 'trozo']","['tocino', 'de', 'cerdo', 'carnudos', 'lavados', 'y', 'cortados', 'en', 'trozos']","['tocino', 'de', 'cerdo', 'carnudo', 'lavado', 'y', 'cortado', 'en', 'trozo']",3 libra de tocino de cerdo carnudo lavado y cortado en trozo,tocino de cerdo carnudo lavado y cortado en trozo
86af9a2c-e16a-11ed-870a-a96d6180cd25,Chicharrón Colombiano,2,1 cucharadita de polvo de hornear,1,1.0,cucharadita,polvo de hornear,1 cucharadita de polvo de hornear,polvo de hornear,cucharadita,"['1', 'cucharadita', 'de', 'polvo', 'de', 'hornear']","['1', 'cucharadita', 'de', 'polvo', 'de', 'hornear']","['polvo', 'de', 'hornear']","['polvo', 'de', 'hornear']",1 cucharadita de polvo de hornear,polvo de hornear
86af9a2c-e16a-11ed-870a-a96d6180cd25,Chicharrón Colombiano,3,¼ de cucharadita de bicarbonato de soda,¼,0.25,,de cucharadita de bicarbonato de soda,1/4 de cucharadita de bicarbonato de soda,de cucharadita de bicarbonato de soda,,"['1/4', 'de', 'cucharadita', 'de', 'bicarbonato', 'de', 'soda']","['1/4', 'de', 'cucharadita', 'de', 'bicarbonato', 'de', 'soda']","['de', 'cucharadita', 'de', 'bicarbonato', 'de', 'soda']","['de', 'cucharadita', 'de', 'bicarbonato', 'de', 'soda']",1/4 de cucharadita de bicarbonato de soda,de cucharadita de bicarbonato de soda
86af9a2c-e16a-11ed-870a-a96d6180cd25,Chicharrón Colombiano,4,½ cucharadita de sal,½,0.5,cucharadita,sal,1/2 cucharadita de sal,sal,cucharadita,"['1/2', 'cucharadita', 'de', 'sal']","['1/2', 'cucharaditar', 'de', 'sal']",['sal'],['sal'],1/2 cucharaditar de sal,sal
86af9a2c-e16a-11ed-870a-a96d6180cd25,Chicharrón Colombiano,5,2 tazas de agua,2,2.0,tazas,agua,2 tazas de agua,agua,taza,"['2', 'tazas', 'de', 'agua']","['2', 'taza', 'de', 'agua']",['agua'],['agua'],2 taza de agua,agua
86af9a2d-e16a-11ed-8eb0-a96d6180cd25,Plátanos Asados con Bocadillo y Queso,1,4 plátanos bien maduros,4,4.0,,plátanos bien maduros,4 platanos bien maduros,platanos bien maduros,,"['4', 'platanos', 'bien', 'maduros']","['4', 'platano', 'bien', 'maduro']","['platanos', 'bien', 'maduros']","['platano', 'bien', 'maduro']",4 platano bien maduro,platano bien maduro
86af9a2d-e16a-11ed-8eb0-a96d6180cd25,Plátanos Asados con Bocadillo y Queso,2,1 cucharada de mantequilla derretida,1,1.0,cucharada,mantequilla derretida,1 cucharada de mantequilla derretida,mantequilla derretida,cucharada,"['1', 'cucharada', 'de', 'mantequilla', 'derretida']","['1', 'cucharada', 'de', 'mantequilla', 'derretido']","['mantequilla', 'derretida']","['mantequilla', 'derretido']",1 cucharada de mantequilla derretido,mantequilla derretido
86af9a2d-e16a-11ed-8eb0-a96d6180cd25,Plátanos Asados con Bocadillo y Queso,3,4 rebanadas de bocadillo de guayaba,4,4.0,rebanadas,bocadillo de guayaba,4 rebanadas de bocadillo de guayaba,bocadillo de guayaba,rebanadas,"['4', 'rebanadas', 'de', 'bocadillo', 'de', 'guayaba']","['4', 'rebanada', 'de', 'bocadillo', 'de', 'guayaba']","['bocadillo', 'de', 'guayaba']","['bocadillo', 'de', 'guayaba']",4 rebanada de bocadillo de guayaba,bocadillo de guayaba
86af9a2d-e16a-11ed-8eb0-a96d6180cd25,Plátanos Asados con Bocadillo y Queso,4,4 rebanadas de queso mozzarella o queso blanco,4,4.0,rebanadas,queso mozzarella o queso blanco,4 rebanadas de queso mozzarella o queso blanco,queso mozzarella o queso blanco,rebanadas,"['4', 'rebanadas', 'de', 'queso', 'mozzarella', 'o', 'queso', 'blanco']","['4', 'rebanada', 'de', 'queso', 'mozzarella', 'o', 'queso', 'blanco']","['queso', 'mozzarella', 'o', 'queso', 'blanco']","['queso', 'mozzarella', 'o', 'queso', 'blanco']",4 rebanada de queso mozzarella o queso blanco,queso mozzarella o queso blanco
86af9a2e-e16a-11ed-af70-a96d6180cd25,Patacones o Tostones,1,2 plátanos verdes,2,2.0,,plátanos verdes,2 platanos verdes,platanos verdes,,"['2', 'platanos', 'verdes']","['2', 'platano', 'verde']","['platanos', 'verdes']","['platano', 'verde']",2 platano verde,platano verde
